index,programming_languages,tools_and_technologies,soft_skills,years_experience_min,experience_level
1142,"['JavaScript', 'Perl', 'Shell', 'Python', 'Ruby']","['Other', 'Software Development', 'Networking', 'Mobile Development']","['Ability to develop test cases', 'Work under tight schedule', 'Cross-functional teamwork', 'Problem-solving', 'Independent work', 'Attention to detail']",2.0,mid
1143,[],['Other'],"['interpersonal skills', 'communication', 'organizational skills', 'leadership', 'flexibility', 'team inspiration', 'self-motivation', 'creative thinking', 'critical thinking']",3.0,mid
1144,['Python'],"['Data Analytics', 'Database Management']","['Analytical thinking', 'Business requirement elicitation', 'Social skills', 'Communication skills', 'Creativity', 'Inquisitiveness', 'Independence', 'Decision-making']",,not specified
1145,[],['Web Development'],"['Accountability', 'Responsibility', 'Self-motivation', 'Focus', 'Self-sufficiency', 'Communication', 'Presentation', 'Facilitation']",,not specified
1146,"['Python', 'C++', 'Other']",['Other'],[],,not specified
1147,"['Swift', 'C++', 'Other']",['Other'],"['Analytical skills', 'Problem-solving skills', 'Ability to learn new technologies quickly']",,not specified
1148,"['C++', 'Other']","['Software Development', 'Other']","['Excellent communication and collaborative skills', 'Judgment and integrity', 'Ability to prioritize workload', 'Upbeat and adaptable', 'Strong attention to detail', 'Ability to work under tight schedules']",5.0,senior
1149,"['JavaScript', 'Other']",['Web Development'],"['Clear expression of ideas', 'Strong debugging and diagnostic skills', 'Excellent communication in English', 'Ability to learn new technologies independently']",8.0,senior
1150,"['C++', 'Other']","['DevOps', 'Software Development']","['communication', 'multi-functional teamwork']",,not specified
1151,"['Swift', 'Other']",['Other'],"['Research skills', 'Integrating ideas from different domains', 'UI design']",,not specified
1152,"['Ruby', 'Python', 'JavaScript']","['DevOps', 'Software Development']","['problem-solving', 'adaptability', 'communication', 'interpersonal skills']",,not specified
1153,[],['Machine Learning/Artificial Intelligence'],['software engineering skills'],,not specified
1154,[],"['Internet of Things (IoT)', 'Data Analytics', 'Other']","['Data-driven decision making', 'Cross-functional collaboration', 'Availability for after-hours support']",10.0,senior
1155,"['C++', 'Java', 'Other']","['Mobile Development', 'Software Development', 'Internet of Things (IoT)', 'Networking', 'Other']","['System-level debugging', 'GUI development', 'SW tools development']",5.0,senior
1156,[],"['Software Development', 'Other']","['Extraordinary social communication skills', 'Creating and communicating project requirements', 'Productive in multi-functional teams', 'Motivating change', 'Viewing challenge as a motivator', 'Thinking differently']",5.0,senior
1157,['Other'],['Other'],"['Data analysis', 'Debugging', 'Schematic entry', 'PCB layout guidance', 'Simulation']",,not specified
1158,['Python'],"['DevOps', 'Mobile Development', 'Software Development', 'Other']","['Excellent verbal and written communications', 'Leadership', 'Problem solving', 'Debugging', 'Positive attitude']",4.0,senior
1159,['Other'],"['Data Analytics', 'Other']","['Communication', 'Collaboration', 'Willingness to Travel', 'Teamwork']",,not specified
1160,"['C++', 'Other']","['Software Development', 'Other']","['creative thinking', 'critical thinking', 'troubleshooting', 'cross-functional teamwork', 'independent work']",,senior
1161,['Python'],"['Data Analytics', 'Machine Learning/Artificial Intelligence']","['Ability to explain and present analyses', 'Creative', 'Collaborative', 'Product focused']",2.0,not specified
1162,['C++'],"['Data Analytics', 'Software Development', 'Other']","['Team collaboration', 'Eagerness to learn', 'Experimentation', 'Complex problem-solving']",,mid
1163,[],[],"['Leadership', 'Communication', 'Organizational', 'Self-motivation', 'Creative thinking', 'Critical thinking', 'Flexibility', 'Calmness under pressure']",5.0,senior
1164,"['C++', 'Other']","['Web Development', 'Software Development', 'Other']","['Communication', 'Collaboration', 'Attention to detail', 'Project management']",5.0,senior
1165,"['C++', 'Other']",['Other'],[],5.0,senior
1166,"['C++', 'Other']","['Software Development', 'Networking']","['Excellent communication', 'Team work']",,not specified
1167,[],"['Web Development', 'Other']","['Writing', 'Speaking', 'Presentation', 'Interpersonal skills', 'Upbeat', 'Adaptable', 'Results-oriented', 'Communication', 'Synthesis of ideas', 'Judgment and integrity', 'Decision making', 'Problem-solving', 'Collaboration', 'Self-motivation', 'Proactive', 'Creative thinking', 'Critical thinking', 'Prioritization', 'Tracking initiatives']",,not specified
1168,"['C++', 'Other']",['Other'],[],8.0,senior
1169,[],"['Data Analytics', 'Database Management', 'Other']","['Customer service', 'Organizational skills', 'Communication skills', 'Interpersonal skills', 'Time management']",3.0,mid
1170,"['Python', 'Shell', 'Perl', 'Ruby', 'C++', 'Other']","['Web Development', 'DevOps', 'Software Development', 'Other']","['Problem solving', 'Critical thinking', 'Organization', 'Interpersonal skills']",,senior
1171,"['Scala', 'R', 'Java', 'Python', 'Other']","['Data Analytics', 'Machine Learning/Artificial Intelligence', 'Networking', 'Other']","['Strong business mindset', 'Ability to condense complex analysis', 'Effective in fast-paced environments', 'Excellent presentation skills', 'Communication skills', 'Attention to detail']",5.0,senior
1172,[],"['Data Analytics', 'Database Management', 'Other']","['Customer service', 'Organizational skills', 'Communication skills', 'Interpersonal skills', 'Time management']",3.0,mid
1173,"['Python', 'C++', 'Other']",['Other'],['Excellent written and verbal communication'],1.0,not specified
1174,"['Python', 'C++', 'Other']",['Other'],"['Excellent written communication', 'Excellent verbal communication']",1.0,junior
1175,"['Scala', 'Python', 'Java']","['Web Development', 'Data Analytics', 'DevOps', 'Software Development']","['Detail-oriented', 'Superb written and verbal communication', 'Creative thinking', 'Adaptability to changing priorities', 'Thriving in fast-paced environments', 'Initiative', 'Effective teamwork']",,not specified
1176,"['Swift', 'Other']","['Other', 'Software Development', 'Mobile Development']","['empathy', 'communication', 'leadership', 'presentation', 'innovative thinking']",3.0,mid
1177,"['Python', 'C++', 'Perl', 'Other']",['Other'],"['Problem solving', 'Analytical skills', 'Written communication', 'Verbal communication', 'Collaboration']",,not specified
1178,"['Python', 'C++']","['Cloud Computing', 'Data Analytics', 'Machine Learning/Artificial Intelligence', 'Other']","['Creative thinking', 'Critical thinking', 'Independent thinking', 'Troubleshooting', 'Analytical skills', 'Communication skills']",3.0,senior
1179,[],['Other'],"['interpersonal skills', 'communication', 'organizational skills', 'leadership', 'inspirational ability', 'self-motivation', 'enthusiasm', 'creative thinking', 'critical thinking', 'flexibility', 'calmness under pressure']",3.0,mid
1180,[],"['Mobile Development', 'Other']","['strong communication skills', 'product spokesperson', 'curiosity', 'passion for excellence', 'ability to ask the right questions']",3.0,mid
1181,"['Ruby', 'Python', 'Java']","['DevOps', 'Cloud Computing', 'Software Development', 'Networking', 'Other']",[],4.0,senior
1182,[],['Other'],"['flexibility', 'meticulous organization']",,not specified
1183,"['Ruby', 'Python', 'Shell', 'Other']","['Cloud Computing', 'Mobile Development', 'Cybersecurity', 'Software Development', 'Web Development', 'Networking', 'Other']","['Networking', 'Linux server management', 'Application support', 'Enterprise environment impact']",5.0,senior
1184,[],"['Internet of Things (IoT)', 'Networking', 'Other']","['Troubleshooting', 'Analytical skills', 'Problem solving']",5.0,senior
1185,"['Perl', 'Other']",['Other'],['communication skills (oral and written)'],2.0,not specified
1186,"['Python', 'Swift', 'Java']","['Data Analytics', 'Machine Learning/Artificial Intelligence', 'Other']","['Hard-working', 'Self-starter', 'Project management', 'Interpersonal skills', 'Teamwork', 'Cross-functional collaboration']",,not specified
1187,"['Other', 'C++', 'Java']","['Machine Learning/Artificial Intelligence', 'Mobile Development', 'Other']","['communication', 'prototyping', 'critical analysis', 'problem solving']",3.0,mid
1188,[],"['Software Development', 'Other']","['Relationship Management', 'Account Management', 'Aggressiveness', 'Persuasiveness', 'Self-Direction', 'Teamwork', 'Results Driven', 'Attention to Detail', 'Strategic Focus', 'Communication Skills', 'Diplomacy', 'Presentation Skills']",5.0,mid
1189,"['Go', 'C++', 'Python']","['DevOps', 'Software Development', 'Web Development', 'Networking', 'Other']","['Extraordinary communications', 'Collaboration', 'Adaptable', 'Results oriented', 'Positive attitude']",5.0,senior
1190,[],['Cybersecurity'],"['Passionate about customer safety', 'Problem-solving', 'Influencing decision makers', 'Multitasking', 'Organizing', 'Prioritizing', 'Communication', 'Ethical standards', 'Listening', 'Detail-oriented', 'Collaborative']",,not specified
1191,"['C++', 'Other']","['Machine Learning/Artificial Intelligence', 'Mobile Development']","['communication', 'presentation']",,not specified
1192,[],"['Web Development', 'Software Development', 'Other']","['Release Planning', 'Product Roadmapping', 'Product Management', 'Cross-Project Management', 'Incremental and Iterative Development', 'Problem Solving', 'Remote Team Collaboration', 'Prioritization']",5.0,senior
1193,[],"['Human-Computer Interaction', 'Internet of Things (IoT)', 'Other']","['problem solving', 'debugging', 'detail oriented', 'communication', 'managing complex packaging challenges']",5.0,senior
1194,[],"['Internet of Things (IoT)', 'Data Analytics', 'Other']","['Data-driven decision making', 'Cross-functional teamwork', 'On-call support']",10.0,senior
1195,[],[],"['Self-motivated', 'Proactive', 'Creative thinking', 'Critical thinking', 'Outstanding communication', 'Presentation skills', 'Drive to improve', 'Team quality improvement']",5.0,senior
1196,[],[],"['Leadership', 'Communication', 'Organizational skills', 'Self-motivation', 'Creative thinking', 'Critical thinking', 'Flexibility', 'Calmness under pressure']",5.0,senior
1197,['Other'],['Other'],"['Excellent interpersonal skills', 'Clear technical communication', 'Self-motivated', 'Responsible', 'Strong leadership', 'Problem-solving ability', 'Positive outlook']",,not specified
1198,[],"['Web Development', 'Other', 'Mobile Development']","['Deep intuition for user experiences', 'End to end program execution', 'Social interpersonal skills', 'Good judgment in ambiguous circumstances', 'Collaboration with diverse teams', 'Strong writing skills', 'Presentation skills']",8.0,senior
1199,['Other'],['Other'],"['Hands-on lab experience', 'Data analysis', 'Debugging']",,not specified
1200,[],"['Networking', 'Software Development', 'AR/VR (Augmented Reality/Virtual Reality)', 'Other']","['Communication', 'Persuasion', 'Negotiation', 'Documentation']",15.0,senior
1201,"['Python', 'Other']",['Data Analytics'],"['Strong interpersonal skills', 'Communication skills', 'Creativity', 'Inquisitiveness', 'Self-improvement', 'Independent decision-making', 'Storytelling with data']",3.0,mid
1202,[],"['Networking', 'Mobile Development']","['Excellent communication', 'Social skills', 'Independent work', 'Leadership', 'Team collaboration', 'Attention to detail', 'Problem-solving', 'Passionate', 'Inquisitive']",,mid
1203,[],"['Networking', 'Other']","['debugging', 'managerial skills', 'leadership', 'people management', 'written communication', 'verbal communication']",8.0,senior
1204,"['C++', 'Other']","['Machine Learning/Artificial Intelligence', 'Software Development', 'Other']","['communication', 'teamwork', 'software design', 'problem solving', 'debugging']",3.0,not specified
1205,"['JavaScript', 'Other', 'Java']","['Data Analytics', 'DevOps', 'Database Management', 'Cybersecurity', 'Software Development', 'Web Development', 'Networking', 'Other']","['Problem-solving', 'Troubleshooting']",,not specified
