index,programming_languages,tools_and_technologies,soft_skills,years_experience_min,experience_level
1167,[],"[""W3C"", ""ECMA"", ""IEEE"", ""ISO"", ""Bluetooth"", ""USB-IF (HID)"", ""ETSI""]","[""Writing"", ""Speaking"", ""Presentation"", ""Interpersonal skills"", ""Upbeat"", ""Adaptable"", ""Results-oriented"", ""Communication"", ""Synthesis of ideas"", ""Judgment and integrity"", ""Decision making"", ""Problem-solving"", ""Collaboration"", ""Self-motivation"", ""Proactive"", ""Creative thinking"", ""Critical thinking"", ""Prioritization"", ""Tracking initiatives""]",,not specified
1168,"[""Matlab"", ""C"", ""C++""]","[""Image processing"", ""Hardware architecture specifications"", ""Signal processing""]",[],8.0,senior
1169,[],"[""Scheduling or calendar software"", ""Logistics tracking software"", ""BearTracks"", ""Database software"", ""FileMaker Pro"", ""Numbers"", ""Excel"", ""Pages"", ""Word""]","[""Customer service"", ""Organizational skills"", ""Communication skills"", ""Interpersonal skills"", ""Time management""]",3.0,mid
1170,"[""Python"", ""Perl"", ""Ruby"", ""Shell scripting"", ""C"", ""C++"", ""Objective-C""]","[""svn"", ""git"", ""bash"", ""make"", ""Xcode"", ""Buildbot"", ""Bugzilla"", ""HTML"", ""CSS"", ""JavaScript"", ""DOM"", ""HTTP""]","[""Problem solving"", ""Critical thinking"", ""Organization"", ""Interpersonal skills""]",,senior
1171,"[""Scala"", ""Python"", ""R"", ""Java"", ""SQL""]","[""Hadoop"", ""Spark"", ""Dask"", ""Pandas"", ""NumPy"", ""Scikit-learn"", ""TensorFlow"", ""Turi"", ""Matplotlib"", ""Seaborn"", ""Tableau"", ""ggplot2"", ""LTE"", ""WCDMA"", ""5G""]","[""Strong business mindset"", ""Ability to condense complex analysis"", ""Effective in fast-paced environments"", ""Excellent presentation skills"", ""Communication skills"", ""Attention to detail""]",5.0,senior
1172,[],"[""Scheduling or calendar software"", ""Logistics tracking software"", ""BearTracks"", ""Database software"", ""FileMaker Pro"", ""Numbers"", ""Excel"", ""Pages"", ""Word""]","[""Customer service"", ""Organizational skills"", ""Communication skills"", ""Interpersonal skills"", ""Time management""]",3.0,mid
1173,"[""C"", ""C++"", ""Objective-C"", ""Python""]","[""Digital Signal Processing (DSP)"", ""Audio Test and Measurement"", ""Scalable Instrumentation Design"", ""HW/SW Automation"", ""Contract Manufacturing"", ""Mac OS X""]","[""Excellent written and verbal communication""]",1.0,not specified
1174,"[""C"", ""C++"", ""Objective-C"", ""Python""]","[""Digital Signal Processing (DSP)"", ""Audio test and measurement"", ""Instrumentation design"", ""HW/SW automation"", ""Mac OS X"", ""Consumer electronics manufacturing""]","[""Excellent written communication"", ""Excellent verbal communication""]",1.0,junior
1175,"[""Java"", ""Scala"", ""Python""]","[""Git SCM"", ""Jenkins"", ""REST Web Services"", ""Map Reduce Processing"", ""Spark"", ""Structured Streaming""]","[""Detail-oriented"", ""Superb written and verbal communication"", ""Creative thinking"", ""Adaptability to changing priorities"", ""Thriving in fast-paced environments"", ""Initiative"", ""Effective teamwork""]",,not specified
1176,"[""Objective-C"", ""Swift""]","[""iOS application development"", ""unit testing"", ""integration testing"", ""acceptance testing"", ""performance testing""]","[""empathy"", ""communication"", ""leadership"", ""presentation"", ""innovative thinking""]",3.0,mid
1177,"[""C"", ""C++"", ""Python"", ""Lua"", ""Perl""]","[""Verilog"", ""VHDL"", ""Simulators"", ""Waveform debugging tools""]","[""Problem solving"", ""Analytical skills"", ""Written communication"", ""Verbal communication"", ""Collaboration""]",,not specified
1178,"[""Python"", ""C++""]","[""TensorFlow"", ""PyTorch"", ""AWS"", ""MapReduce"", ""Spark"", ""Linux""]","[""Creative thinking"", ""Critical thinking"", ""Independent thinking"", ""Troubleshooting"", ""Analytical skills"", ""Communication skills""]",3.0,senior
1179,[],"[""Agile Project Management"", ""Firmware"", ""Embedded Systems""]","[""interpersonal skills"", ""communication"", ""organizational skills"", ""leadership"", ""inspirational ability"", ""self-motivation"", ""enthusiasm"", ""creative thinking"", ""critical thinking"", ""flexibility"", ""calmness under pressure""]",3.0,mid
1180,[],"[""Mac OS X"", ""iOS"", ""Mac"", ""iPhone"", ""iPad"", ""Apple Watch"", ""Apple software products""]","[""strong communication skills"", ""product spokesperson"", ""curiosity"", ""passion for excellence"", ""ability to ask the right questions""]",3.0,mid
1181,"[""Java"", ""Python"", ""Ruby""]","[""UNIX/Linux"", ""AWS"", ""GCP"", ""Puppet"", ""Chef"", ""Ansible"", ""TCP/IP"", ""CI/CD""]",[],4.0,senior
1182,[],"[""mechanical testing methods"", ""optical characterization"", ""CAD""]","[""flexibility"", ""meticulous organization""]",,not specified
1183,"[""Bash"", ""Python"", ""SQL"", ""Ruby""]","[""Linux"", ""Unix"", ""CoreOS"", ""macOS"", ""iOS"", ""Windows"", ""Maya"", ""C4D"", ""Houdini"", ""Adobe CC"", ""VRay"", ""Mantra"", ""Deadline"", ""Xsan"", ""Stornext SAN"", ""VMware"", ""DNS"", ""DHCP"", ""LDAP"", ""NFS"", ""AutoFS"", ""Kerberos"", ""PAM"", ""PXE"", ""SNMP"", ""SSH"", ""VNC"", ""X11"", ""HTTP/S"", ""NTP"", ""RLM"", ""FLEXlm"", ""Perforce"", ""AJA/Blackmagic"", ""SpectraCal Calman""]","[""Networking"", ""Linux server management"", ""Application support"", ""Enterprise environment impact""]",5.0,senior
1184,[],"[""LTE PHY/MAC"", ""5G/NR/mmWave"", ""RF/modem performance"", ""Network emulators""]","[""Troubleshooting"", ""Analytical skills"", ""Problem solving""]",5.0,senior
1185,"[""DFII SKILL"", ""PERL"", ""Tcl""]","[""Cadence Composer Virtuoso"", ""Layout tools"", ""VXL"", ""PCELLs"", ""CDFs"", ""EDA tools"", ""Unix/Linux OS""]","[""communication skills (oral and written)""]",2.0,not specified
1186,"[""Java"", ""Python"", ""Swift""]","[""Machine Learning"", ""Natural Language Processing"", ""Classification"", ""Feature Engineering"", ""Information Extraction"", ""Structured Prediction"", ""Clustering"", ""Semi-supervised Learning"", ""Topic Modeling"", ""Ranking"", ""Deep Learning""]","[""Hard-working"", ""Self-starter"", ""Project management"", ""Interpersonal skills"", ""Teamwork"", ""Cross-functional collaboration""]",,not specified
1187,"[""Java"", ""C"", ""C++""]","[""Linux"", ""iOS"", ""macOS"", ""natural language processing""]","[""communication"", ""prototyping"", ""critical analysis"", ""problem solving""]",3.0,mid
1188,[],"[""Mobile Application Development"", ""Apple Platforms"", ""Apple\u2019s Human Interface Guidelines""]","[""Relationship Management"", ""Account Management"", ""Aggressiveness"", ""Persuasiveness"", ""Self-Direction"", ""Teamwork"", ""Results Driven"", ""Attention to Detail"", ""Strategic Focus"", ""Communication Skills"", ""Diplomacy"", ""Presentation Skills""]",5.0,mid
1189,"[""C++"", ""Go"", ""Python""]","[""Netlink"", ""WMI"", ""Ansible"", ""Chef"", ""Puppet"", ""Linux/Unix"", ""REST"", ""SOAP"", ""RPC"", ""JSON"", ""Compression Utilities"", ""TCP"", ""TLS"", ""HTTP"", ""UDP""]","[""Extraordinary communications"", ""Collaboration"", ""Adaptable"", ""Results oriented"", ""Positive attitude""]",5.0,senior
1190,[],"[""Security technologies"", ""Security methodologies""]","[""Passionate about customer safety"", ""Problem-solving"", ""Influencing decision makers"", ""Multitasking"", ""Organizing"", ""Prioritizing"", ""Communication"", ""Ethical standards"", ""Listening"", ""Detail-oriented"", ""Collaborative""]",,not specified
1191,"[""Objective-C"", ""C++""]","[""Cocoa"", ""Machine Learning""]","[""communication"", ""presentation""]",,not specified
1192,[],"[""Web Publishing Systems"", ""DAM Systems"", ""AEM (Adobe Experience Manager)"", ""WCM (Web Content Management)"", ""eDAM"", ""Agile Methodology""]","[""Release Planning"", ""Product Roadmapping"", ""Product Management"", ""Cross-Project Management"", ""Incremental and Iterative Development"", ""Problem Solving"", ""Remote Team Collaboration"", ""Prioritization""]",5.0,senior
1193,[],"[""embedded systems"", ""interconnect bus standards"", ""sensor interfacing"", ""prototyping methods""]","[""problem solving"", ""debugging"", ""detail oriented"", ""communication"", ""managing complex packaging challenges""]",5.0,senior
1194,[],"[""Lenel Onguard"", ""Milestone VMS"", ""VidSys"", ""RFID"", ""Card readers"", ""Video analytics"", ""Iris scanner"", ""Biometric verification systems"", ""Microsoft Windows servers""]","[""Data-driven decision making"", ""Cross-functional teamwork"", ""On-call support""]",10.0,senior
1195,[],[],"[""Self-motivated"", ""Proactive"", ""Creative thinking"", ""Critical thinking"", ""Outstanding communication"", ""Presentation skills"", ""Drive to improve"", ""Team quality improvement""]",5.0,senior
1196,[],[],"[""Leadership"", ""Communication"", ""Organizational skills"", ""Self-motivation"", ""Creative thinking"", ""Critical thinking"", ""Flexibility"", ""Calmness under pressure""]",5.0,senior
1197,"[""Any software programming skill""]","[""Imaging systems"", ""Display technology"", ""Optical metrology tools"", ""Colorimeters"", ""Spectrometers"", ""Digital cameras"", ""Light sources""]","[""Excellent interpersonal skills"", ""Clear technical communication"", ""Self-motivated"", ""Responsible"", ""Strong leadership"", ""Problem-solving ability"", ""Positive outlook""]",,not specified
1198,[],"[""iOS"", ""Server-side software"", ""Cartography"", ""Maps Display layers"", ""Mapping interfaces""]","[""Deep intuition for user experiences"", ""End to end program execution"", ""Social interpersonal skills"", ""Good judgment in ambiguous circumstances"", ""Collaboration with diverse teams"", ""Strong writing skills"", ""Presentation skills""]",8.0,senior
1199,"[""Scripting""]","[""Matlab"", ""Cadence"", ""SPICE"", ""Ansoft"", ""FPGA/CPLD""]","[""Hands-on lab experience"", ""Data analysis"", ""Debugging""]",,not specified
1200,[],"[""SOC hardware architecture"", ""Low power architecture"", ""Microprocessor"", ""Memory"", ""Storage"", ""Display"", ""Graphics"", ""Video and media"", ""Hardware-software interfaces"", ""Inter-chip interconnect & bus protocols"", ""Wireless interfaces"", ""Power regulation"", ""Peak power management & battery charging architectures"", ""System signal-integrity & power supply integrity analysis"", ""System desense & coexistence mitigation""]","[""Communication"", ""Persuasion"", ""Negotiation"", ""Documentation""]",15.0,senior
1201,"[""Python"", ""SQL""]","[""Big Data Systems""]","[""Strong interpersonal skills"", ""Communication skills"", ""Creativity"", ""Inquisitiveness"", ""Self-improvement"", ""Independent decision-making"", ""Storytelling with data""]",3.0,mid
1202,[],"[""GSM"", ""GPRS"", ""UMTS"", ""LTE"", ""Mobile Network Infrastructure""]","[""Excellent communication"", ""Social skills"", ""Independent work"", ""Leadership"", ""Team collaboration"", ""Attention to detail"", ""Problem-solving"", ""Passionate"", ""Inquisitive""]",,mid
1203,[],"[""USB standards"", ""SOC/IP design"", ""RTL logic design"", ""ASICs"", ""logic synthesis"", ""static timing analysis"", ""clock domain crossing"", ""bus protocols""]","[""debugging"", ""managerial skills"", ""leadership"", ""people management"", ""written communication"", ""verbal communication""]",8.0,senior
1204,"[""C"", ""C++""]","[""computer vision"", ""machine learning"", ""SW/HW parallelism"", ""asynchronous processing""]","[""communication"", ""teamwork"", ""software design"", ""problem solving"", ""debugging""]",3.0,not specified
1205,"[""Java"", ""JavaScript"", ""HTML"", ""CSS""]","[""Unix"", ""Linux"", ""Docker"", ""Kubernetes"", ""DevOps"", ""SRE"", ""Ansible"", ""Chef"", ""Jenkins"", ""Puppet"", ""Hadoop"", ""NoSQL"", ""Solr"", ""Couchbase"", ""JVM"", ""Jboss"", ""TomCat"", ""Apache"", ""Messaging Queues"", ""Networks"", ""Load Balancers"", ""Firewalls"", ""WAF"", ""SDLC"", ""SVN"", ""GIT"", ""Spring"", ""Hibernate""]","[""Problem-solving"", ""Troubleshooting""]",,not specified
1206,"[""MATLAB""]","[""Digital Signal Processing"", ""DSP"", ""Embedded Systems"", ""Acoustical Measurement"", ""Electrical Measurement"", ""Audio Signal Analysis"", ""Loudspeaker Modeling"", ""Physical Modelling""]","[""Audio Listening Skills"", ""Communication"", ""Creativity"", ""Problem Solving"", ""Cross-functional Collaboration""]",,not specified
1207,"[""Shell"", ""Perl"", ""Python""]","[""ASIC logic design"", ""SoC integration"", ""Bus fabric"", ""APB/AHB/AXI"", ""Tiered memory systems"", ""System debug architecture"", ""UART/SPI/I2C"", ""Performance analysis"", ""Embedded firmware development""]","[""Problem-solving"", ""Communication"", ""Collaboration""]",5.0,senior
1208,"[""Python"", ""Perl"", ""Shell scripting""]","[""Wireless Data Transmission"", ""iOS"", ""macOS"", ""Unix"", ""Xcode"", ""Video and audio media formats""]","[""Excellent written and verbal communication"", ""Ability to manage multiple tasks"", ""Prioritize work""]",3.0,not specified
1209,"[""C"", ""C++"", ""Bash"", ""Ruby"", ""Python""]","[""HTTP Live Streaming (HLS)"", ""DASH"", ""RTMP"", ""RTSP"", ""MPEG-2"", ""H.264/AVC"", ""AAC"", ""AC3"", ""MP4"", ""TS"", ""WireShark""]","[""analytical skills"", ""programming skills"", ""debugging skills"", ""troubleshooting skills"", ""strong communication and collaboration"", ""focus and prioritization"", ""judgment and integrity""]",,not specified
1210,"[""C"", ""C++"", ""Bash"", ""Ruby"", ""Python""]","[""HTTP Live Streaming (HLS)"", ""DASH"", ""RTMP"", ""RTSP"", ""MPEG-2"", ""H.264/AVC"", ""AAC"", ""AC3"", ""MP4"", ""TS"", ""TCP"", ""UDP"", ""Linux/BSD/MacOS"", ""WireShark"", ""CDN architectures""]","[""analytical skills"", ""debugging skills"", ""strong communication"", ""collaboration"", ""judgment"", ""integrity"", ""decision making"", ""focus"", ""prioritization"", ""adaptability"", ""results orientation"", ""positive attitude""]",,not specified
1211,[],"[""Bit-true verifications"", ""DSP communication algorithms"", ""Bus fabric (APB/AHB/AXI)"", ""Tiered memory systems"", ""System debug architecture"", ""Power management"", ""FPGA"", ""Emulation platforms""]","[""Teamwork"", ""Productivity under pressure"", ""Communication"", ""Self-motivation"", ""Organization""]",7.0,senior
1212,"[""C++"", ""Python""]","[""Linux"", ""Mac OS"", ""real-time systems"", ""multi-sensor systems""]","[""social skills"", ""verbal/written/presentational skills"", ""ability to cut through ambiguity"", ""time management"", ""adaptability""]",5.0,senior
1213,"[""MATLAB""]","[""Anechoic chambers"", ""Digital Signal Processing (DSP)"", ""Adaptive filtering"", ""Active noise cancellation"", ""SoundCheck"", ""Audio Precision"", ""Audition"", ""HATS"", ""Microphones""]","[""Listening skills"", ""Problem diagnosis""]",5.0,senior
1214,"[""Objective C"", ""Swift"", ""JavaScript""]","[""Object-oriented programming""]","[""Problem solving"", ""Debugging"", ""Effective communication"", ""Interpersonal skills"", ""Teamwork"", ""Result oriented"", ""Deadline driven""]",8.0,senior
1215,"[""Python"", ""Java""]","[""Automation"", ""Regression Testing"", ""E2E Testing"", ""Linux"", ""BASH""]","[""Leadership"", ""Problem Solving"", ""Debugging"", ""Verbal Communication"", ""Written Communication"", ""Positive Attitude""]",4.0,mid
1216,"[""C"", ""C++""]","[""GPU"", ""Computer Architecture"", ""Graphics Rendering Algorithms"", ""Metal"", ""OpenGL"", ""OpenCL""]","[""Communications Skills"", ""Self-motivated"", ""Well-organised""]",,junior
1217,"[""Python"", ""Java""]","[""Natural Language Processing"", ""Machine Learning"", ""Large-scale Systems""]","[""Mentoring"", ""Leadership""]",,senior
1218,"[""Shell scripting"", ""Perl"", ""Python"", ""Ruby"", ""Golang""]","[""Nagios"", ""Sensu"", ""Prometheus"", ""Elasticsearch"", ""Splunk"", ""Configuration management tools"", ""Orchestration tools""]","[""Problem solving ability"", ""Ownership"", ""Customer service"", ""Integrity"", ""Clear communication"", ""Self-motivation"", ""Adaptability"", ""Teamwork""]",10.0,senior
